R,G,B,Red,Yellow,Blue,Black,White
132,135,140,0.84,0.63,0.42,1.05,20
134,137,141,0.84,0.63,0.42,1.05,20
252,203,194,0.63,0.63,0,0,20
252,203,194,0.63,0.63,0,0,20
248,201,191,0.63,0.63,0,0,20
249,202,193,0.63,0.63,0,0,20
252,204,196,0.63,0.63,0,0,20
160,154,154,0.84,0.63,0.42,1.05,20
158,153,152,0.84,0.63,0.42,1.05,20
158,152,152,0.84,0.63,0.42,1.05,20
158,153,152,0.84,0.63,0.42,1.05,20
158,153,152,0.84,0.63,0.42,1.05,20
151,148,149,0.84,0.63,0.63,1.26,20
151,148,149,0.84,0.63,0.63,1.26,20
150,147,148,0.84,0.63,0.63,1.26,20
151,148,148,0.84,0.63,0.63,1.26,20
151,148,148,0.84,0.63,0.63,1.26,20
233,190,205,0.84,0,0.42,0,20
234,191,206,0.84,0,0.42,0,20
236,193,207,0.84,0,0.42,0,20
236,192,207,0.84,0,0.42,0,20
235,191,206,0.84,0,0.42,0,20
198,175,187,1.05,0,0.42,0.21,20
195,172,184,1.05,0,0.42,0.21,20
197,173,185,1.05,0,0.42,0.21,20
197,174,186,1.05,0,0.42,0.21,20
198,174,187,1.05,0,0.42,0.21,20
175,159,172,1.26,0,0.84,0.42,20
176,160,173,1.26,0,0.84,0.42,20
174,158,171,1.26,0,0.84,0.42,20
174,158,171,1.26,0,0.84,0.42,20
174,158,171,1.26,0,0.84,0.42,20
239,193,198,0.84,0.21,0.21,0,20
242,194,199,0.84,0.21,0.21,0,20
240,193,198,0.84,0.21,0.21,0,20
244,195,200,0.84,0.21,0.21,0,20
244,196,201,0.84,0.21,0.21,0,20
202,177,184,1.05,0.21,0.21,0.21,20
203,177,184,1.05,0.21,0.21,0.21,20
200,175,181,1.05,0.21,0.21,0.21,20
200,175,182,1.05,0.21,0.21,0.21,20
201,176,183,1.05,0.21,0.21,0.21,20
182,163,171,1.26,0.21,0.21,0.42,20
180,161,169,1.26,0.21,0.21,0.42,20
182,162,170,1.26,0.21,0.21,0.42,20
180,161,169,1.26,0.21,0.21,0.42,20
181,162,169,1.26,0.21,0.21,0.42,20
254,194,183,0.84,0.42,0,0,20
252,193,192,0.84,0.42,0,0,20
255,195,194,0.84,0.42,0,0,20
255,195,193,0.84,0.42,0,0,20
253,195,193,0.84,0.42,0,0,20
174,169,176,0.84,0.42,1.05,0.21,20
173,168,175,0.84,0.42,1.05,0.21,20
173,169,175,0.84,0.42,1.05,0.21,20
173,168,174,0.84,0.42,1.05,0.21,20
175,170,177,0.84,0.42,1.05,0.21,20
147,144,147,1.05,0.84,1.05,1.05,20
146,145,148,1.05,0.84,1.05,1.05,20
144,143,146,1.05,0.84,1.05,1.05,20
145,143,146,1.05,0.84,1.05,1.05,20
145,143,146,1.05,0.84,1.05,1.05,20
246,220,158,0.24,3.41,0,0,20.12
246,220,158,0.24,3.41,0,0,20.12
249,220,157,0.24,3.41,0,0,20.12
245,220,158,0.24,3.41,0,0,20.12
246,220,158,0.24,3.41,0.16,0,20.12
216,212,158,0.24,3.41,0.16,0,20.12
223,220,165,0.24,3.41,0.16,0,20.12
217,214,160,0.24,3.41,0.16,0,20.12
218,214,160,0.24,3.41,0.16,0,20.12
220,217,162,0.24,3.41,0.16,0,20.12
0,115,112,0,13,13,0,10
0,121,117,0,13,13,0,10
0,123,119,0,13,13,0,10
36,105,105,0,13,13,1,10
34,103,103,0,13,13,1,10
50,97,99,0,13,13,2,10
48,94,96,0,13,13,2,10
55,90,92,0,13,13,3,10
60,81,82,0,13,13,6,10
59,80,81,0,13,13,6,10
62,73,75,0,13,13,11,10
63,75,77,0,13,13,11,10
170,135,115,3,10,0,1,25
166,133,114,3,10,0,1,25
170,136,116,3,10,0,1,25
171,136,117,3,10,0,1,25
167,133,113,3,10,0,1,25
153,133,117,3,10,2,1,25
153,133,117,3,10,2,1,25
152,132,116,3,10,2,1,25
153,133,116,3,10,2,1,25
154,134,118,3,10,2,1,25
155,121,113,5,10,2,1,25
160,125,117,5,10,2,1,25
152,119,110,5,10,2,1,25
149,117,108,5,10,2,1,25
153,120,111,5,10,2,1,25
135,118,104,5,15,4,1,25
136,118,104,5,15,4,1,25
136,118,104,5,15,4,1,25
140,121,107,5,15,4,1,25
140,122,108,5,15,4,1,25
137,111,102,7,15,4,1,25
136,110,102,7,15,4,1,25
134,109,100,7,15,4,1,25
127,102,94,7,15,4,1,25
134,109,100,7,15,4,1,25
110,98,92,7,15,5,3,25
109,98,94,7,15,5,3,25
107,97,92,7,15,5,3,25
109,99,94,7,15,5,3,25
110,99,95,7,15,5,3,25
96,92,90,7,15,5,5,25
96,92,91,7,15,5,5,25
94,90,88,7,15,5,5,25
98,92,89,7,15,5,5,25
91,87,86,7,15,5,5,25
79,79,78,7,15,5,8,25
82,80,80,7,15,5,8,25
81,81,81,7,15,5,8,25
80,80,80,7,15,5,8,25
83,83,83,7,15,5,8,25
65,71,85,15,0,10,5,10
70,77,91,15,0,10,5,10
64,71,85,15,0,10,5,10
68,75,89,15,0,10,5,10
66,71,87,15,0,10,5,10
61,71,86,15,0,15,5,10
61,71,87,15,0,15,5,10
62,72,87,15,0,15,5,10
62,72,87,15,0,15,5,10
63,73,89,15,0,15,5,10
40,157,151,0,4,15,0,30
43,160,154,0,4,15,0,30
41,159,153,0,4,15,0,30
41,156,149,0,4,15,0,30
42,156,150,0,4,15,0,30
46,152,139,0,5,15,0,30
48,161,148,0,5,15,0,30
49,164,150,0,5,15,0,30
49,164,151,0,5,15,0,30
50,160,147,0,5,15,0,30
59,161,133,0,8,15,0,30
58,156,130,0,8,15,0,30
55,158,131,0,8,15,0,30
59,164,136,0,8,15,0,30
56,161,133,0,8,15,0,30
64,158,123,0,10,15,0,30
66,165,128,0,10,15,0,30
63,161,124,0,10,15,0,30
66,168,129,0,10,15,0,30
61,156,120,0,10,15,0,30
68,166,124,0,12,15,0,30
69,165,124,0,12,15,0,30
68,165,124,0,12,15,0,30
69,167,125,0,12,15,0,30
64,161,120,0,12,15,0,30
102,135,115,2,12,15,0,30
97,128,109,2,12,15,0,30
100,132,112,2,12,15,0,30
94,124,106,2,12,15,0,30
99,131,112,2,12,15,0,30
237,166,156,1,1,0,0,15
232,167,157,1,1,0,0,15
240,175,164,1,1,0,0,15
236,168,157,1,1,0,0,15
237,170,159,1,1,0,0,15
0,134,200,0,0,20,0,25
0,130,197,0,0,20,0,25
0,127,192,0,0,20,0,25
0,132,200,0,0,20,0,25
0,132,199,0,0,20,0,25
0,129,192,0,0,20,0,30
0,134,198,0,0,20,0,30
0,133,198,0,0,20,0,30
0,133,197,0,0,20,0,30
0,128,191,0,0,20,0,30
0,136,198,0,0,20,0,35
0,139,203,0,0,20,0,35
0,139,204,0,0,20,0,35
0,139,203,0,0,20,0,35
0,135,197,0,0,20,0,35
0,140,202,0,0,10,0,20
0,142,205,0,0,10,0,20
0,141,205,0,0,10,0,20
0,141,205,0,0,10,0,20
0,138,201,0,0,10,0,20
0,125,189,0,0,15,0,20
0,130,195,0,0,15,0,20
0,128,193,0,0,15,0,20
0,132,198,0,0,15,0,20
0,116,175,0,0,15,0,20
0,119,184,0,0,20,0,20
0,123,189,0,0,20,0,20
0,119,184,0,0,20,0,20
0,121,187,0,0,20,0,20
0,109,168,0,0,20,0,20
0,144,210,0,0,20,0,40
0,144,209,0,0,20,0,40
0,144,209,0,0,20,0,40
0,147,212,0,0,20,0,40
0,142,207,0,0,20,0,40
0,146,209,0,0,20,0,45
0,143,205,0,0,20,0,45
0,144,206,0,0,20,0,45
0,144,207,0,0,20,0,45
0,140,201,0,0,20,0,45
146,100,123,15,0,1,0,15
149,103,126,15,0,1,0,15
151,103,127,15,0,1,0,15
148,103,125,15,0,1,0,15
150,102,124,15,0,1,0,15
128,100,126,15,0,2,0,15
126,100,127,15,0,2,0,15
128,102,128,15,0,2,0,15
124,98,124,15,0,2,0,15
126,99,126,15,0,2,0,15
113,100,128,15,0,3,0,15
113,99,128,15,0,3,0,15
114,101,130,15,0,3,0,15
111,98,126,15,0,3,0,15
107,94,121,15,0,3,0,15
113,90,114,20,0,3,0,15
118,90,116,20,0,3,0,15
114,90,116,20,0,3,0,15
117,93,119,20,0,3,0,15
114,92,117,20,0,3,0,15
116,86,108,25,0,3,0,15
116,86,108,25,0,3,0,15
117,86,108,25,0,3,0,15
119,88,110,25,0,3,0,15
115,84,106,25,0,3,0,15
125,91,115,25,0,3,0,20
127,92,116,25,0,3,0,20
127,95,119,25,0,3,0,20
125,92,116,25,0,3,0,20
114,85,107,25,0,3,0,20
119,84,105,30,0,3,0,20
128,88,110,30,0,3,0,20
126,89,112,30,0,3,0,20
129,92,114,30,0,3,0,20
112,78,98,30,0,3,0,20
123,83,102,35,0,3,0,20
126,85,104,35,0,3,0,20
123,82,101,35,0,3,0,20
128,86,105,35,0,3,0,20
119,79,98,35,0,3,0,20
160,98,118,20,0,1,0,15
161,99,120,20,0,1,0,15
155,94,115,20,0,1,0,15
153,95,116,20,0,1,0,15
159,97,118,20,0,1,0,15
162,93,111,25,0,1,0,15
160,91,108,25,0,1,0,15
160,91,109,25,0,1,0,15
157,89,106,25,0,1,0,15
156,88,104,25,0,1,0,15
156,85,99,30,0,1,0,15
155,83,97,30,0,1,0,15
154,83,97,30,0,1,0,15
156,84,98,30,0,1,0,15
151,81,95,30,0,1,0,15
132,81,97,30,0,2,0,15
139,85,102,30,0,2,0,15
136,84,100,30,0,2,0,15
139,85,102,30,0,2,0,15
141,86,104,30,0,2,0,15
127,83,100,30,0,3,0,15
126,81,97,30,0,3,0,15
126,82,98,30,0,3,0,15
126,82,98,30,0,3,0,15
126,82,99,30,0,3,0,15
109,79,92,30,0,3,2,15
105,76,88,30,0,3,2,15
105,76,88,30,0,3,2,15
109,79,93,30,0,3,2,15
101,73,85,30,0,3,2,15
87,74,83,30,0,3,5,15
84,72,79,30,0,3,5,15
85,73,81,30,0,3,5,15
86,73,81,30,0,3,5,15
79,67,74,30,0,3,5,15
68,62,67,30,0,3,10,15
74,68,73,30,0,3,10,15
76,70,75,30,0,3,10,15
72,67,71,30,0,3,10,15
67,62,66,30,0,3,10,15
224,93,73,13,21,0,0,10
229,99,75,13,21,0,0,10
224,93,73,13,21,0,0,10
225,93,73,13,21,0,0,10
229,96,73,13,21,0,0,10
218,87,70,15,21,0,0,10
224,90,71,15,21,0,0,10
228,91,70,15,21,0,0,10
222,89,71,15,21,0,0,10
224,89,70,15,21,0,0,10
223,91,68,15,25,0,0,10
215,87,67,15,25,0,0,10
219,88,67,15,25,0,0,10
222,90,68,15,25,0,0,10
215,87,65,15,25,0,0,10
188,91,73,15,25,0,1,10
202,95,74,15,25,0,1,10
184,90,73,15,25,0,1,10
189,90,71,15,25,0,1,10
181,91,73,15,25,0,1,10
123,85,75,15,25,0,2,10
125,85,74,15,25,0,2,10
126,84,73,15,25,0,2,10
126,85,74,15,25,0,2,10
127,82,71,15,25,0,2,10
103,79,71,15,25,0,3,10
106,81,73,15,25,0,3,10
110,82,73,15,25,0,3,10
108,81,73,15,25,0,3,10
106,80,72,15,25,0,3,10
99,80,73,15,25,0,4,10
97,78,72,15,25,0,4,10
101,79,72,15,25,0,4,10
102,79,72,15,25,0,4,10
100,78,71,15,25,0,4,10
69,66,64,15,25,0,9,10
73,69,68,15,25,0,9,10
73,70,68,15,25,0,9,10
74,70,68,15,25,0,9,10
74,70,69,15,25,0,9,10
236,138,124,3,3,0,0,10
231,138,124,3,3,0,0,10
229,131,115,3,3,0,0,10
237,136,122,3,3,0,0,10
241,136,121,3,3,0,0,10
235,137,111,3,5,0,0,10
238,140,113,3,5,0,0,10
239,139,114,3,5,0,0,10
240,139,113,3,5,0,0,10
240,138,113,3,5,0,0,10
239,143,104,3,8,0,0,10
239,145,104,3,8,0,0,10
237,141,102,3,8,0,0,10
237,140,101,3,8,0,0,10
234,138,100,3,8,0,0,10
241,143,100,3,10,0,0,10
238,142,98,3,10,0,0,10
238,139,97,3,10,0,0,10
238,139,96,3,10,0,0,10
241,140,96,3,10,0,0,10
242,140,89,3,13,0,0,10
243,143,92,3,13,0,0,10
245,141,90,3,13,0,0,10
240,140,90,3,13,0,0,10
244,142,92,3,13,0,0,10
244,142,77,3,21,0,0,10
241,141,79,3,21,0,0,10
242,144,81,3,21,0,0,10
239,142,80,3,21,0,0,10
241,143,79,3,21,0,0,10
233,117,79,5,21,0,0,10
231,115,76,5,21,0,0,10
233,117,78,5,21,0,0,10
233,116,77,5,21,0,0,10
233,116,76,5,21,0,0,10
213,92,70,11,21,0,0,10
222,97,74,11,21,0,0,10
225,97,74,11,21,0,0,10
225,97,74,11,21,0,0,10
221,96,72,11,21,0,0,10
177,212,230,0,0,1,0,20
181,219,238,0,0,1,0,20
180,218,237,0,0,1,0,20
184,217,232,0,0,1,0,20
173,209,227,0,0,1,0,20
150,204,232,0,0,2,0,20
156,212,241,0,0,2,0,20
156,211,241,0,0,2,0,20
160,207,231,0,0,2,0,20
155,210,238,0,0,2,0,20
130,192,225,0,0,4,0,20
125,187,219,0,0,4,0,20
136,198,231,0,0,4,0,20
136,202,238,0,0,4,0,20
136,203,237,0,0,4,0,20
110,187,227,0,0,7,0,20
111,190,232,0,0,7,0,20
108,189,232,0,0,7,0,20
113,192,233,0,0,7,0,20
112,191,233,0,0,7,0,20
22,166,223,0,0,13,0,20
29,166,222,0,0,13,0,20
24,161,217,0,0,13,0,20
20,165,224,0,0,13,0,20
28,168,225,0,0,13,0,20
35,166,190,0,1,13,0,20
38,166,189,0,1,13,0,20
33,165,189,0,1,13,0,20
38,167,191,0,1,13,0,20
45,170,194,0,1,13,0,20
44,165,172,0,2,13,0,20
44,160,167,0,2,13,0,20
45,165,173,0,2,13,0,20
41,164,172,0,2,13,0,20
43,167,175,0,2,13,0,20
58,171,161,0,4,13,0,20
66,176,163,0,4,13,0,20
57,167,157,0,4,13,0,20
57,168,158,0,4,13,0,20
60,170,160,0,4,13,0,20
0,140,164,0,5,15,0,35
0,139,163,0,5,15,0,35
0,141,165,0,5,15,0,35
0,137,161,0,5,15,0,35
0,140,164,0,5,15,0,35
0,136,153,0,5,13,0,25
0,140,158,0,5,13,0,25
0,134,151,0,5,13,0,25
0,138,156,0,5,13,0,25
0,136,153,0,5,13,0,25
0,132,148,0,5,15,0,20
0,132,149,0,5,15,0,20
0,135,152,0,5,15,0,20
0,135,153,0,5,15,0,20
0,133,151,0,5,15,0,20
18,145,138,0,5,5,0,15
15,154,146,0,5,5,0,15
13,150,142,0,5,5,0,15
12,157,149,0,5,5,0,15
12,147,139,0,5,5,0,15
0,128,136,0,5,10,0,15
0,132,140,0,5,10,0,15
0,138,147,0,5,10,0,15
0,138,147,0,5,10,0,15
0,136,144,0,5,10,0,15
0,126,142,0,5,15,0,15
0,127,143,0,5,15,0,15
0,115,130,0,5,15,0,15
0,129,147,0,5,15,0,15
0,126,143,0,5,15,0,15
0,156,177,0,5,20,0,50
0,155,176,0,5,20,0,50
0,155,176,0,5,20,0,50
0,157,178,0,5,20,0,50
0,150,170,0,5,20,0,50
14,166,188,0,10,20,0,55
20,161,182,0,10,20,0,55
9,161,183,0,10,20,0,55
10,162,184,0,10,20,0,55
15,163,185,0,10,20,0,55
59,158,156,0,3,3,0,15
50,161,159,0,3,3,0,15
53,165,163,0,3,3,0,15
51,163,161,0,3,3,0,15
54,163,161,0,3,3,0,15
59,164,146,0,5,3,0,15
58,164,145,0,5,3,0,15
56,158,139,0,5,3,0,15
58,159,140,0,5,3,0,15
60,165,145,0,5,3,0,15
66,166,134,0,8,3,0,15
66,166,134,0,8,3,0,15
66,168,136,0,8,3,0,15
66,166,134,0,8,3,0,15
66,166,134,0,8,3,0,15
28,154,136,0,8,5,0,15
25,155,136,0,8,5,0,15
27,153,135,0,8,5,0,15
28,153,135,0,8,5,0,15
28,153,134,0,8,3,0,15
0,135,126,0,10,10,0,15
0,140,131,0,10,10,0,15
0,138,130,0,10,10,0,15
0,136,127,0,10,10,0,15
0,126,118,0,10,10,0,15
0,135,115,0,15,10,0,15
0,138,119,0,15,10,0,15
0,138,119,0,15,10,0,15
0,136,117,0,15,10,0,15
0,136,117,0,15,10,0,15
0,126,117,0,15,15,0,15
0,128,119,0,15,15,0,15
0,124,118,0,15,15,0,15
0,125,117,0,15,15,0,15
0,125,116,0,15,15,0,15
0,119,117,0,15,20,0,15
0,114,113,0,15,20,0,15
0,118,116,0,15,20,0,15
0,113,112,0,15,20,0,15
0,116,115,0,15,20,0,15
201,169,191,1,0,1,0,15
202,171,192,1,0,1,0,15
200,169,191,1,0,1,0,15
201,171,193,1,0,1,0,15
201,170,192,1,0,1,0,15
187,146,171,2,0,2,0,15
192,149,174,2,0,2,0,15
182,143,167,2,0,2,0,15
201,155,178,2,0,2,0,15
191,150,175,2,0,2,0,15
176,120,146,5,0,5,0,15
168,119,144,5,0,5,0,15
168,118,144,5,0,5,0,15
178,121,147,5,0,5,0,15
173,119,144,5,0,5,0,15
150,104,130,8,0,8,0,15
152,105,130,8,0,8,0,15
151,104,130,8,0,8,0,15
150,105,130,8,0,8,0,15
150,104,130,8,0,8,0,15
135,98,124,10,0,10,0,15
136,98,124,10,0,10,0,15
135,98,124,10,0,10,0,15
138,99,125,10,0,10,0,15
139,98,123,10,0,10,0,15
116,93,112,10,0,10,1,15
116,93,112,10,0,10,1,15
117,94,113,10,0,10,1,15
119,94,114,10,0,10,1,15
119,95,114,10,0,10,1,15
115,93,110,10,0,10,2,15
113,92,110,10,0,10,2,15
112,92,109,10,0,10,2,15
111,90,107,10,0,10,2,15
113,92,109,10,0,10,2,15
87,82,91,10,0,10,5,15
87,81,91,10,0,10,5,15
86,81,90,10,0,10,5,15
87,82,91,10,0,10,5,15
88,83,93,10,0,10,5,15
240,241,171,0,1,0,0,10
243,244,173,0,1,0,0,10
242,244,173,0,1,0,0,10
241,243,173,0,1,0,0,10
241,243,174,0,1,0,0,10
241,241,157,0,2,0,0,10
245,243,152,0,2,0,0,10
242,241,152,0,2,0,0,10
248,245,151,0,2,0,0,10
244,243,153,0,2,0,0,10
245,244,166,0,2,0,0,15
140,241,167,0,2,0,0,15
241,241,167,0,2,0,0,15
242,242,167,0,2,0,0,15
242,242,168,0,2,0,0,15
247,241,131,0,5,0,0,15
241,238,134,0,5,0,0,15
247,241,131,0,5,0,0,15
249,243,134,0,5,0,0,15
253,246,133,0,5,0,0,15
244,242,155,0,5,0,0,25
248,244,154,0,5,0,0,25
249,246,155,0,5,0,0,25
242,242,157,0,5,0,0,25
241,240,154,0,5,0,0,25
236,178,140,1,5,0,0,25
234,186,147,1,5,0,0,25
243,185,147,1,5,0,0,25
240,183,144,1,5,0,0,25
243,185,146,1,5,0,0,25
224,190,128,1,10,0,0,25
244,187,125,1,10,0,0,25
242,190,127,1,10,0,0,25
240,184,123,1,10,0,0,25
244,185,123,1,10,0,0,25
171,159,123,1,10,0,1,25
167,157,122,1,10,0,1,25
168,158,123,1,10,0,1,25
166,156,121,1,10,0,1,25
167,157,122,1,10,0,1,25
148,154,157,0,0,0,1,25
148,153,157,0,0,0,1,25
146,152,156,0,0,0,1,25
147,152,156,0,0,0,1,25
147,153,157,0,0,0,1,25
126,133,138,0,0,0,2,25
126,132,137,0,0,0,2,25
126,132,137,0,0,0,2,25
126,132,137,0,0,0,2,25
127,134,138,0,0,0,2,25
113,120,125,0,0,0,5,25
112,119,125,0,0,0,5,25
114,121,126,0,0,0,5,25
113,120,126,0,0,0,5,25
113,120,125,0,0,0,5,25
117,103,114,5,0,0,5,25
118,103,114,5,0,0,5,25
118,103,114,5,0,0,5,25
118,103,114,5,0,0,5,25
116,102,113,5,0,0,5,25
89,96,113,5,0,5,5,25
91,98,115,5,0,5,5,25
92,98,115,5,0,5,5,25
91,98,115,5,0,5,5,25
88,94,111,5,0,5,5,25
93,99,108,5,5,5,5,25
92,98,106,5,5,5,5,25
92,99,107,5,5,5,5,25
93,99,107,5,5,5,5,25
89,96,104,5,5,5,5,25
80,96,108,5,5,10,5,25
79,95,107,5,5,10,5,25
79,95,107,5,5,10,5,25
78,95,107,5,5,10,5,25
79,94,105,5,5,10,5,25
74,83,91,5,5,10,10,25
74,83,91,5,5,10,10,25
75,84,92,5,5,10,10,25
75,84,91,5,5,10,10,25
75,84,92,5,5,10,10,25
112,125,113,3,12,15,0,30
111,124,111,3,12,15,0,30
111,124,111,3,12,15,0,30
114,126,111,3,12,15,0,30
113,125,111,3,12,15,0,30
113,117,108,4,12,15,0,30
115,118,109,4,12,15,0,30
111,113,104,4,12,15,0,30
116,118,108,4,12,15,0,30
116,118,108,4,12,15,0,30
120,112,106,5,12,15,0,30
124,115,108,5,12,15,0,30
116,111,106,5,12,15,0,30
116,111,106,5,12,15,0,30
119,112,106,5,12,15,0,30
96,109,99,5,17,20,0,30
98,110,101,5,17,20,0,30
97,109,100,5,17,20,0,30
101,111,100,5,17,20,0,30
96,108,98,5,17,20,0,30
107,120,110,5,17,20,0,35
107,120,110,5,17,20,0,35
106,119,109,5,17,20,0,35
116,127,113,5,17,20,0,35
105,117,108,5,17,20,0,35
81,89,88,5,17,20,5,35
79,87,86,5,17,20,5,35
79,86,85,5,17,20,5,35
81,89,88,5,17,20,5,35
82,89,88,5,17,20,5,35
76,81,82,5,17,20,10,35
75,80,81,5,17,20,10,35
77,83,83,5,17,20,10,35
77,82,83,5,17,20,10,35
77,83,83,5,17,20,10,35
70,74,76,5,17,20,15,35
71,75,77,5,17,20,15,35
71,75,77,5,17,20,15,35
67,70,71,5,17,20,15,35
68,72,73,5,17,20,15,35
247,249,214,0,1,0,0,45
242,245,213,0,1,0,0,45
242,245,209,0,1,0,0,45
246,248,214,0,1,0,0,45
242,244,210,0,1,0,0,45
245,247,197,0,2,0,0,45
240,242,197,0,2,0,0,45
239,241,193,0,2,0,0,45
245,246,195,0,2,0,0,45
241,242,192,0,2,0,0,45
242,242,170,0,3,0,0,45
240,239,166,0,3,0,0,45
243,242,168,0,3,0,0,45
244,243,171,0,3,0,0,45
242,240,167,0,3,0,0,45
247,243,150,0,8,0,0,45
252,248,152,0,8,0,0,45
246,243,151,0,8,0,0,45
241,239,151,0,8,0,0,45
245,243,153,0,8,0,0,45
196,184,151,1,8,0,1,45
198,186,152,1,8,0,1,45
193,182,149,1,8,0,1,45
194,183,149,1,8,0,1,45
197,185,151,1,8,0,1,45
200,189,155,1,8,0,1,50
198,187,154,1,8,0,1,50
198,187,154,1,8,0,1,50
197,187,154,1,8,0,1,50
201,190,157,1,8,0,1,50
198,189,157,1,8,0,1,55
198,189,157,1,8,0,1,55
196,185,153,1,8,0,1,55
193,181,150,1,8,0,1,55
203,193,160,1,8,0,1,55
199,189,156,1,8,0,1,70
206,197,166,1,8,0,1,70
205,196,166,1,8,0,1,70
207,197,166,1,8,0,1,70
208,198,167,1,8,0,1,70
250,181,195,1,0,0,0,20
251,182,196,1,0,0,0,20
249,181,196,1,0,0,0,20
251,182,196,1,0,0,0,20
250,183,198,1,0,0,0,20
246,190,203,1,0,0,0,30
250,194,207,1,0,0,0,30
238,183,194,1,0,0,0,30
251,194,206,1,0,0,0,30
246,193,205,1,0,0,0,30
249,172,188,2,0,0,0,30
243,171,186,2,0,0,0,30
244,170,185,2,0,0,0,30
245,168,184,2,0,0,0,30
244,170,185,2,0,0,0,30
245,142,161,5,0,0,0,30
245,143,162,5,0,0,0,30
243,141,159,5,0,0,0,30
242,139,157,5,0,0,0,30
241,141,158,5,0,0,0,30
240,121,140,10,0,0,0,30
237,119,137,10,0,0,0,30
238,120,138,10,0,0,0,30
236,119,137,10,0,0,0,30
236,118,136,10,0,0,0,30
233,100,116,20,0,0,0,30
227,101,117,20,0,0,0,30
224,101,117,20,0,0,0,30
226,98,113,20,0,0,0,30
225,97,112,20,0,0,0,30
220,89,102,30,0,0,0,30
220,88,101,30,0,0,0,30
219,88,100,30,0,0,0,30
221,89,101,30,0,0,0,30
22,89,101,30,0,0,0,30
154,89,107,30,0,3,0,30
154,89,107,30,0,3,0,30
154,88,105,30,0,3,0,30
152,87,105,30,0,3,0,30
153,89,107,30,0,3,0,30
55,100,123,0,0,10,3,10
57,101,125,0,0,10,3,10
54,101,126,0,0,10,3,10
53,101,126,0,0,10,3,10
54,101,126,0,0,10,3,10
50,96,123,0,0,13,3,10
49,96,122,0,0,13,3,10
49,95,121,0,0,13,3,10
49,96,122,0,0,13,3,10
50,97,123,0,0,13,3,10
44,91,121,0,0,20,3,10
41,92,122,0,0,20,3,10
43,91,120,0,0,20,3,10
44,92,122,0,0,20,3,10
44,91,120,0,0,20,3,10
41,90,121,0,0,25,3,10
40,88,119,0,0,25,3,10
41,88,119,0,0,25,3,10
44,90,120,0,0,25,3,10
38,87,118,0,0,25,3,10
55,78,95,0,0,25,5,10
56,79,97,0,0,25,5,10
56,78,95,0,0,25,5,10
55,77,94,0,0,25,5,10
55,77,94,0,0,25,5,10
59,71,81,0,0,25,10,10
59,70,80,0,0,25,10,10
60,71,81,0,0,25,10,10
60,71,81,0,0,25,10,10
60,71,82,0,0,25,10,10
69,85,94,0,0,5,5,10
70,85,94,0,0,5,5,10
71,85,94,0,0,5,5,10
67,81,90,0,0,5,5,10
70,84,94,0,0,5,5,10
65,85,97,0,0,10,5,10
65,85,98,0,0,10,5,10
63,80,91,0,0,10,5,10
64,83,94,0,0,10,5,10
65,84,96,0,0,10,5,10
65,77,85,0,0,10,10,10
66,77,85,0,0,10,10,10
66,77,85,0,0,10,10,10
65,76,85,0,0,10,10,10
66,77,85,0,0,10,10,10
202,193,160,1,8,0,1,60
204,194,161,1,8,0,1,60
202,192,160,1,8,0,1,60
205,195,162,1,8,0,1,60
200,190,158,1,8,0,1,60
208,199,167,1,8,0,1,65
206,197,166,1,8,0,1,65
205,195,164,1,8,0,1,65
207,197,166,1,8,0,1,65
207,197,166,1,8,0,1,65
210,186,163,2,8,0,1,80
212,187,164,2,8,0,1,80
211,186,164,2,8,0,1,80
206,183,161,2,8,0,1,80
210,186,164,2,8,0,1,80
213,178,162,3,8,0,1,80
208,173,156,3,8,0,1,80
212,177,161,3,8,0,1,80
212,177,160,3,8,0,1,80
210,176,159,3,8,0,1,80
212,163,154,5,8,0,1,80
214,164,155,5,8,0,1,80
212,162,154,5,8,0,1,80
213,163,155,5,8,0,1,80
211,162,153,5,8,0,1,80
130,73,59,2,6,1,0,0
132,73,58,2,6,1,0,0
115,72,61,2,6,1,0,0
122,72,60,2,6,1,0,0
125,71,57,2,6,1,0,0
206,161,133,2,6,1,0,15
209,164,135,2,6,1,0,15
207,161,133,2,6,1,0,15
205,160,132,2,6,1,0,15
208,161,132,2,6,1,0,15
63,174,173,0,3,13,0,30
51,170,171,0,3,13,0,30
51,168,169,0,3,13,0,30
58,165,165,0,3,13,0,30
57,170,169,0,3,13,0,30
77,179,230,0,0,0,10,20
79,178,227,0,0,0,10,20
76,177,229,0,0,0,10,20
79,175,225,0,0,0,10,20
79,179,229,0,0,0,10,20
135,117,113,5,10,4,1,25
137,119,115,5,10,4,1,25
134,117,112,5,10,4,1,25
139,121,117,5,10,4,1,25
138,121,117,5,10,4,1,25
164,137,120,2,10,1,1,25
159,134,116,2,10,1,1,25
164,137,120,2,10,1,1,25
165,137,119,2,10,1,1,25
162,136,118,2,10,1,1,25
171,147,121,2,10,0,1,25
171,147,121,2,10,0,1,25
169,146,120,2,10,0,1,25
167,144,118,2,10,0,1,25
168,144,118,2,10,0,1,25
0,145,154,0,5,15,0,20
0,144,154,0,5,15,0,20
0,144,154,0,5,15,0,20
0,144,153,0,5,15,0,20
0,145,155,0,5,15,0,20
0,130,130,0,10,15,0,15
0,127,127,0,10,15,0,15
0,128,127,0,10,15,0,15
0,127,127,0,10,15,0,15
